# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	519.5259693184	1215.0921052414	510.3688497019	284.1443088409	561.1511055060	273.4321093070	354.9700682615	293.0231537125	397.6039400896	273.1896761080	310.0314263449	274.8990601898	474.8894773688	353.4152360288	651.3803287518	773.7966882532	497.0251525031	445.1253884189	426.9924892617	341.0501768002	406.0059470009	891.3702684557	332.3498883640	310.5041406333	280.2272117419	228.4309411793	225.5765499492	236.4924248664	256.4412818290	569.4829442873	784.6696108603	753.9349764888	434.2826969309	414.6964392332	411.8706755452	256.1895194702	463.8501758207	624.1712118203	806.9048127774	247.5814982160	406.9022265166	230.5056955831	338.9676569089
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	2745.7355904639	5852.9434778617	2838.9604112596	2414.1690674380	5424.5997304248	2485.7977429152	2552.6385453863	2812.4400456606	3153.8649230818	1668.5878344335	2299.5044536909	2444.4151343065	2370.1459420133	2356.4856326778	2686.9390649871	3329.0539438374	2883.8610889645	2609.6242247942	2841.5068974466	2064.9924665741	2545.0934591674	6227.6156180558	2350.6392030245	2220.9566227782	1778.4058599868	1692.9396964958	2032.7740841212	1632.4896135038	2215.4451499707	2816.9926397851	3402.0874699800	4069.0559490073	1981.2126848106	2300.7958257259	3141.5587439635	1762.6369569096	3453.5316100645	3213.4820113103	4131.3284035312	2009.8419942181	2900.2162688413	1672.7215142639	2468.4020458893
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	17.4858042931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8395043200	0	4.5632749147	0	0	0	0	0	0	0	3.1700959088	0	0	0	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	2730.6109620063	5837.2470545495	2827.6768014134	2414.1690674380	5401.7970189502	2469.9055733763	2533.4499825504	2794.2462089312	3128.7221464166	1665.0350870245	2296.7157004241	2439.8823889092	2366.9927025468	2337.4817268232	2676.1134906703	3279.5784630958	2864.1722091325	2609.4764485678	2821.6093091559	2062.0629315598	2534.5592343725	6220.4862766790	2345.5970820638	2210.6242183650	1772.0189508853	1692.0591479099	2022.0279799334	1631.1611783189	2213.8778359269	2802.3912659556	3365.6890560457	4062.0188123689	1980.6825842899	2296.5374542175	3136.8734160887	1755.0056120422	3442.8563874519	3189.5835394675	4087.1675847236	2001.6774533768	2878.6590735110	1666.2637047061	2444.8663089162
PWY-7118: chitin degradation to ethanol	137.7279117890	290.1242079805	151.9864239986	122.4482922713	320.6635027302	160.4775404276	195.0121029960	196.2924174546	142.7153725563	153.8753707807	162.7431806188	146.4181062608	129.5097451178	161.1206587305	139.7680017237	216.5835446301	208.8435003247	212.5554515865	175.1200465353	154.1796946827	119.9729727812	360.3366862429	170.7411650168	150.4187901799	121.8864625395	178.7944725677	272.1659043249	126.6260912957	226.2941420353	181.1957732905	144.7037811615	306.3293603056	131.3790191628	70.1532753272	144.3131289940	93.3397701151	225.2007643374	192.8524977406	197.3201849446	90.1653201044	163.6846377814	228.0918745945	123.2866690916
PWY-7118: chitin degradation to ethanol|unclassified	135.5917152086	290.1138878810	151.2766010062	122.4481158961	320.5117096770	160.4722889959	194.8861866040	196.2690620545	142.6856829563	153.8582787905	162.7407940132	146.4124660887	128.3870969169	159.6588379944	139.7385521759	213.1400403473	208.8088246336	212.5554515865	175.1171886456	154.1788209331	119.9710954573	360.3345978397	170.7315610502	150.4122866079	121.8790579239	178.7944725677	272.1355259013	124.0949583468	226.2800047598	181.1642451530	144.6840703748	306.3254012557	131.3776196401	70.1525413336	144.3119873715	70.2801772118	225.1992028371	192.7934136690	197.2963409961	90.1026485812	163.6701047066	228.0737509165	123.2272446176
PWY-7124: ethylene biosynthesis V (engineered)	123.2513518143	253.0974003546	94.1519305343	22.6159751820	251.4955731871	128.1352120344	137.4453756458	215.0126478262	108.5324364320	112.0015773491	106.9352158828	181.2081401660	134.9321478980	170.3977347126	156.9797224755	114.0869614899	137.4630342345	161.9563289595	191.6948341494	173.5701506319	142.9537392475	256.8420400962	129.0480186230	98.5469660048	35.9892106638	33.0763739547	91.1067671172	49.9602892532	13.9998937856	134.3947078686	126.6569115684	249.1006105719	79.1337512326	60.2298263072	98.8405515636	91.9998239443	119.5870352450	114.9304192169	284.3659606312	24.2965238345	41.6221410874	2.0390840592	14.3698702182
PWY-7124: ethylene biosynthesis V (engineered)|unclassified	122.5336326206	236.3226128526	72.7921440833	22.6159685081	251.3381407010	128.0656777082	118.2644018372	192.6271900461	108.5116905153	111.9830068264	106.9314412602	178.8748732645	134.4357497784	169.3241043526	151.0894755685	113.8669104522	137.3929457912	161.5892590197	191.6581852180	173.5199509636	142.9370079540	256.8290507980	129.0344440013	98.5382553915	35.9881730969	33.0761492602	91.0922392300	49.9453135274	13.9997822464	109.2767970221	126.5824066985	249.0349554880	78.3768196464	60.2243548827	98.8170917075	91.9238189059	119.5665175924	99.9697204459	275.1042998471	24.2953687840	41.6179761467	2.0390794287	14.3689311689
PWY-7128: nicotine degradation III (VPP pathway)	1.1549297099	5.5067736130	0.9952131935	5.0121087052	9.0265037230	1.3859551410	2.5337505904	0	2.0662259551	0	2.7811136042	0.6094348272	2.1004570708	2.7575532959	2.8716845460	4.4152452204	0	2.7780679237	2.3742050134	3.6269036210	2.5053692771	0	0	2.6785594277	0	3.1382881908	3.3482006335	3.7815995090	2.6168236124	2.8871232586	2.3076775926	0	1.9410061367	0	1.0982373568	0	2.2561524693	0	4.4848866654	1.1222393716	4.6270294274	2.3250820720	1.5721980700
PWY-7128: nicotine degradation III (VPP pathway)|unclassified	1.1549297099	5.5067736130	0.9952131935	5.0121087052	9.0265037230	1.3859551410	2.5337505904	0	2.0662259551	0	2.7811136042	0.6094348272	2.1004570708	2.7575532959	2.8716845460	3.7903217459	0	2.7780679237	2.3742050134	3.6269036210	2.5053692771	0	0	2.6785594277	0	3.1382881908	3.3482006335	1.9446696614	2.6168236124	2.1976512033	2.3076775926	0	1.9410061367	0	1.0982373568	0	2.2561524693	0	4.4848866654	1.1222393716	4.6270294274	2.3250820720	1.5721980700
PWY-7136: &beta; myrcene degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5854083780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7987726304	0	0	0	0	0	0	3.8361496375
PWY-7136: &beta; myrcene degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5854083780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7987726304	0	0	0	0	0	0	3.8361496375
PWY-7153: grixazone biosynthesis	0	0.6847276666	0	0	4.4866200194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5156420221	0	0	0	0.5091046475	0.5843282742	0	0	0	0	0	0	0	0	0	0	1.1743138794	0	0	0
PWY-7153: grixazone biosynthesis|unclassified	0	0.6847269721	0	0	4.4866089668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5156417214	0	0	0	0.5091042821	0.5843282581	0	0	0	0	0	0	0	0	0	0	1.1743119419	0	0	0
PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)	248.6958271254	495.3791913642	198.4813405180	63.5272986978	497.3285968022	183.6016772187	201.4857033740	730.5961528063	171.5583000961	218.7993280630	68.0836923351	502.9585847118	226.7735413752	411.0972988981	197.4207485470	77.1793294093	108.2317705314	69.9797993779	116.8431895361	123.1624423707	154.0674004898	685.5253145094	207.4968205604	127.9880842029	28.9842517170	25.5858380046	160.8706584615	83.5429177121	65.0103954322	449.6079813895	394.9770651494	335.3500400527	71.3656215265	167.6303194829	312.5783393747	80.7729644487	195.6212545758	678.4108827910	811.5867843696	38.7211508737	61.7022092951	24.6040391645	80.9351040324
PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)|g__Microcoleus.s__Microcoleus_vaginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8226478743	0	0	0	0
PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	2.0847596102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2609225215	0	0	0	0
PWY-7159: chlorophyllide a biosynthesis III (aerobic, light independent)|unclassified	247.8679959270	471.4062631872	188.3029766887	63.5272480700	495.7336530560	183.5687940292	200.1992429166	719.8792350426	171.2260254734	218.2630073331	67.9928531987	502.5206480142	226.0518939689	402.1996919640	196.4452618504	76.8891805530	108.0615197846	69.9777250982	116.8363932881	123.1569264921	154.0265324700	684.2258800448	206.8724589477	127.7978205521	28.9050388437	25.5764848068	160.6111343257	83.5213698569	65.0048844607	444.8103475156	392.4490381276	334.2794891369	71.3182584590	167.2560939067	311.9017153023	80.5651603895	195.1454017047	672.4457422329	783.0876646662	38.6551803985	61.6213940781	24.4680248284	80.5862176824
PWY-7165: L-ascorbate biosynthesis VI (engineered pathway)	9.7218636997	13.7708180694	42.4400546123	5.7723364607	21.4408897537	5.4401763236	11.0055816044	12.6372066025	17.4139253103	4.9038324701	10.0050569491	3.3028583544	2.4490893526	8.3539098137	18.4225312699	16.9977562884	10.4664595309	5.2514160255	8.6893360460	1.9676050783	2.9777664384	19.2395411753	5.3819123778	9.6611913379	4.7265436210	2.5193939941	9.2345858849	6.9875804791	7.9802032565	36.8323284376	23.2753009663	8.6376086442	2.3871134661	9.8459871352	19.0510979058	1.3750800091	11.3827387218	2.6660038006	36.1456288905	8.2774343099	22.1083571364	5.7952305317	16.0617243652
PWY-7165: L-ascorbate biosynthesis VI (engineered pathway)|unclassified	9.7201728062	13.7707338520	42.4162844711	5.7723299119	21.4392002870	5.4401763236	11.0014076041	12.6368629460	17.4138901344	4.9038189647	10.0050497031	3.3028247140	2.4490893526	8.3521968966	18.4199743557	16.9928129802	10.4659913499	5.2514160255	8.6893360460	1.9676050783	2.9777664384	19.2394823350	5.3819123778	9.6611789286	4.7265227471	2.5193939941	9.2345650628	6.9875720321	7.9800898078	36.8323284376	23.2689388873	8.6375296595	2.3871134661	9.8459871352	19.0510979058	1.3750800091	11.3826097601	2.6659770782	36.1241178762	8.2772827210	22.1074376595	5.7951347543	16.0611236875
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	4484.8044390004	8731.4535101125	4078.9034532643	3286.7096647034	6012.1636834497	3509.9149162540	3756.5593134132	3930.2075743287	4198.7917289943	2757.5436678777	3759.9507147466	3349.6236219504	3784.3012717935	3390.4196638454	3974.9743705706	5298.9495977854	4701.8975341365	4126.9553963096	4389.2363161490	3489.3742298032	3929.9190333524	9226.7782787079	3440.0750912331	2968.9395725649	2925.0652223549	2670.0321843252	2806.7285076703	2641.3091990127	3407.6988974070	4482.2114049596	5320.5812578226	7029.5438765520	3698.7523159983	3291.3615115025	4994.4277133633	3233.0737145975	4832.1093356205	4464.1337679641	5861.8869682975	2762.2944639387	3898.4918677067	2002.7849412368	3153.7173512929
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5864441349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3757411705	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2202159217	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8359335109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8375816058
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	6.4009699977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4229609347	0	0	0	0	0	0	0	6.0746245813	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Pseudomonas.s__Pseudomonas_stutzeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5669435805	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4874434887	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9989853152	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	5.4343173806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	4376.5935946657	8353.8474194829	4041.8574079081	3286.2588595996	5929.4764514376	3458.6099366432	3694.1860012183	3900.2358560981	4149.5380156137	2748.3543813299	3750.5853722338	3342.6691599425	3710.2636730692	3369.1053001705	3895.2551782305	4972.9428441783	4576.3601756508	4065.9599864777	4339.2503917364	3481.1012095407	3894.7186601744	9165.2102609834	3429.9518008403	2957.7731921709	2897.0613153595	2669.1648199925	2785.8003792039	2600.6121097499	3401.3691709837	4346.1217105521	5101.2188231771	6935.1512165171	3559.4132169015	3236.8332461804	4833.2209220950	3027.0444176025	4757.4140389143	4357.2080053490	5787.5951190868	2745.3560400749	3839.8726760233	1996.1401257022	3100.6127870294
PWY-7185: UTP and CTP dephosphorylation I	8.0782490953	0	2.5006423324	0	0	1.5631811823	0	0	0	0	0	0.6122389372	0	1.8887574973	0	0	0	0.7099795697	0	0.8049609978	0	0	0	0	0	0	0	0	0	0	0	3.4669386119	0	0	0	0	0	0	0	0	0	0	0
PWY-7185: UTP and CTP dephosphorylation I|unclassified	8.0771586611	0	2.5005468290	0	0	1.5631790400	0	0	0	0	0	0.6122388774	0	1.8887511035	0	0	0	0.7099791830	0	0.8049607734	0	0	0	0	0	0	0	0	0	0	0	3.4669341437	0	0	0	0	0	0	0	0	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2246.5000557102	2670.3324207285	1181.6567624057	859.4436397472	2405.4108789337	930.8553437217	1805.6691231257	2153.2965853518	1524.1866893289	1907.2658414380	1074.6791312956	1889.4109364955	2459.7545838463	1553.8577587370	1620.9144305635	2290.8879119090	2966.8648510716	2339.1443003347	2804.0854266736	1831.2842625753	2549.1916100358	4247.8358093791	1017.1194868632	1036.6604192081	1359.7551306845	1186.8189663724	1087.5606532770	829.5264816980	690.4496103083	2152.6806805015	2634.2643415171	4615.7037007552	2378.3241935413	1284.2030812552	2488.5426155074	2000.2654926002	1342.8193816856	2233.7634935002	2107.3836845785	590.5540736661	786.1742666961	553.8159968931	672.1120187736
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7294274511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5827094166	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_stutzeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5558747025	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	2217.4123750677	2621.1861372071	1173.6290082751	859.4436397472	2355.4033189559	928.8265503660	1680.1313147328	2122.5402891773	1518.5725547463	1904.0662996826	1074.2908582199	1880.9066917160	2439.7140970263	1549.4339488534	1573.6862387324	2213.0221543983	2926.4880239452	2320.2454945928	2767.1140837098	1823.7666842000	2528.4816654703	4243.5350419363	1016.7423359293	1035.7011691601	1354.6270819983	1186.7071038968	1085.0928472029	826.1117503336	671.1321958850	2110.0362137102	2570.8719221989	4589.2868026952	2342.3268543505	1279.4800694222	2461.4301937886	1956.6075631773	1338.8304176934	2209.0387271606	2036.3176705782	589.9614645174	784.3038841680	553.5201423935	669.9639134926
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	571.8034892749	568.9763071162	339.1252801565	290.1837471872	819.8866369265	282.4715681639	404.8321920499	631.3704930293	503.0570659733	611.2290763502	286.5666701035	663.8659065180	808.2478960706	584.1189754500	334.5117278962	802.2197885885	726.7342424006	948.0797126074	1089.4622130075	927.3391479070	1501.7999065294	1235.6644497980	303.1406814386	369.5056570744	495.2964506420	296.1208725669	221.4662472796	337.7997700892	264.9117550113	320.6790589795	540.4645341699	1066.9660664840	635.4054022666	371.7515127644	780.1484395864	876.6534456085	375.3322044853	869.0535570677	531.1639671689	222.6317401940	440.0858055070	261.7410270322	338.5299360388
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0226631921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|unclassified	561.1421779562	568.5080489560	338.8247874831	290.1826899378	818.9275344165	282.2143667951	401.7672778487	631.1088772462	502.6885764881	611.0685406421	286.5447602995	663.7517726991	807.3896036362	582.7237496002	333.9857940941	767.9045499911	716.5662253628	946.6374392199	1087.5876006392	926.8840048430	1497.7539591954	1235.4217782718	303.1101165526	369.4351272762	495.0995266620	296.1137198718	221.4072046546	337.5868459993	264.8890006706	320.2870277315	539.9078293320	1066.6309420900	634.1794714440	371.6510624434	778.9353890340	873.7769156305	375.2672123184	867.3112306379	529.8884389113	222.5688206756	439.7346618684	261.6220050314	338.2983704352
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	4663.6755156476	8279.2917676279	4488.2626015687	4274.1570405645	9439.0268263261	3701.9669834670	4775.9402855562	4822.5985311002	5126.4797347278	4083.2796798360	5825.5865903434	3688.3361549616	4827.9486765969	3766.6613831576	4442.0838606745	5871.9709911608	6374.9271488233	5220.0063827749	5041.0877273294	3744.2120175343	4837.5450298488	11117.9545644389	4045.9479584558	3901.2313407681	4964.0757058121	3753.6504137870	3577.6505397231	3360.8720424412	4604.1536228186	3997.6763091130	5452.4102493114	9382.3507124389	4569.6988618782	3763.6889836974	5497.9129056860	4264.3707124340	5894.8436447006	4422.7152609457	6082.2970902463	3399.5617837863	4748.5351761811	2857.6023876560	3924.9412873851
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6595744681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8982826948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6917397323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Acinetobacter.s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	6.8532267276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9401103231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	2.7247956403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8542069653	0	0	0	0	0	0	0	0	0	14.4077988504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2707363694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9120966394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	8.6830680174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dechloromonas.s__Dechloromonas_aromatica	3.8314176245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7638790777	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0	0	0	0	0	0	14.9282910309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8131553861	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	0	4.4345898004	0	17.4140182847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6385224274	0	0	0	0	0	0	0	0	0	15.8311345646	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5614366730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5366720276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	0.9709127511	0	24.9808716943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5398230088	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3589533933	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	3.0165912519	0	0	0	0	0	0	0	0	3.0211480363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5141047784	0	3.9821706307
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1826420356	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8222646918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
